,kepoi_name,koi_prad,koi_insol,koi_score,size_category
2844,K00279.02,2.59,187.39,0.998,super-earth-like
2821,K00330.02,0.83,1449.92,0.998,earth-like
1882,K02225.01,2.33,993.06,0.998,super-earth-like
42,K00764.01,5.5,16.72,0.998,neptune-like
70,K00116.02,2.87,18.77,0.998,super-earth-like
12,K00010.01,14.59,1264.67,0.998,Gas-Giant
7248,K04032.03,0.91,245.32,0.997,earth-like
2270,K02468.01,1.74,41.3,0.997,super-earth-like
2283,K02624.01,3.52,6.09,0.997,neptune-like
2266,K02397.01,1.47,37.81,0.997,earth-like
5860,K04009.01,3.06,3.39,0.997,neptune-like
2268,K02399.01,0.89,571.25,0.997,earth-like
139,K00834.03,2.32,406.94,0.997,super-earth-like
1892,K02079.01,0.83,5182.78,0.997,earth-like
2242,K02615.01,1.49,343.6,0.997,earth-like
5837,K04005.01,2.25,1.7,0.997,super-earth-like
252,K00913.01,10.55,251.48,0.997,Gas-Giant
1819,K02137.01,1.28,37.53,0.997,earth-like
234,K00904.02,1.9,6.04,0.997,super-earth-like
201,K00874.02,1.55,46.65,0.997,super-earth-like
5446,K03928.01,1.45,9805.45,0.997,earth-like
5245,K03363.01,1.69,73.37,0.997,super-earth-like
2896,K03147.01,2.51,51.14,0.997,super-earth-like
2871,K03057.01,3.02,22.7,0.997,neptune-like
1793,K02356.01,1.43,97.74,0.997,earth-like
1831,K02372.01,1.29,422.79,0.997,earth-like
2354,K02707.03,2.69,37.15,0.997,super-earth-like
5204,K03496.01,2.18,157.09,0.997,super-earth-like
3987,K04371.01,1.99,11.59,0.997,super-earth-like
4240,K04561.01,1.85,3261.65,0.997,super-earth-like
4763,K03274.01,2.24,17.67,0.997,super-earth-like
1748,K02278.01,2.39,137.33,0.997,super-earth-like
1754,K02362.02,2.5,46.17,0.997,super-earth-like
1937,K02087.01,1.44,46.89,0.997,earth-like
1929,K02238.01,0.86,99.8,0.997,earth-like
2409,K02946.01,1.93,61.42,0.997,super-earth-like
2196,K00251.02,0.8,18.6,0.997,earth-like
3917,K02529.02,2.48,2.55,0.997,super-earth-like
1689,K02261.01,1.11,181.47,0.997,earth-like
4053,K04384.01,2.15,6.46,0.997,super-earth-like
4103,K04189.01,5.38,22.31,0.997,neptune-like
1064,K01498.01,2.98,403.49,0.997,super-earth-like
1245,K01683.01,1.78,159.34,0.997,super-earth-like
1328,K01710.01,1.9,31.1,0.997,super-earth-like
3332,K00089.02,4.52,9.97,0.997,neptune-like
1232,K01532.01,2.49,112.43,0.997,super-earth-like
2633,K02913.01,0.84,969.05,0.997,earth-like
3241,K00401.03,1.67,8.55,0.997,super-earth-like
2251,K02466.01,0.88,112.21,0.997,earth-like
3488,K00707.02,3.92,53.8,0.997,neptune-like
3497,K00707.05,1.85,752.7,0.997,super-earth-like
743,K01314.01,4.26,841.68,0.997,neptune-like
1510,K02066.01,3.33,2.78,0.997,neptune-like
3564,K00718.03,3.55,30.17,0.997,neptune-like
704,K00157.05,3.4,4.75,0.997,neptune-like
711,K01432.02,1.6,66.72,0.997,super-earth-like
2523,K02812.01,2.61,11.12,0.997,super-earth-like
3107,K00490.04,1.11,11.82,0.997,earth-like
2083,K00245.01,1.9,10.38,0.997,super-earth-like
1494,K01853.01,2.4,13.07,0.997,super-earth-like
761,K01258.01,5.3,16.36,0.997,neptune-like
560,K01151.02,0.94,123.4,0.997,earth-like
2457,K02722.03,1.21,699.45,0.997,earth-like
3577,K00719.02,0.9,6.13,0.997,earth-like
1944,K02166.01,3.36,7.67,0.997,neptune-like
3075,K00431.02,2.6,10.44,0.997,super-earth-like
1645,K01952.01,1.88,184.38,0.997,super-earth-like
3791,K00435.06,1.32,116.43,0.997,earth-like
3813,K02195.03,1.83,322.19,0.997,super-earth-like
888,K01212.01,1.85,124.42,0.997,super-earth-like
3426,K00693.01,1.95,34.65,0.997,super-earth-like
932,K01220.01,1.91,357.44,0.997,super-earth-like
3459,K00700.03,1.21,49.12,0.997,earth-like
759,K01440.01,1.59,232.36,0.996,super-earth-like
3134,K00497.02,1.63,559.22,0.996,super-earth-like
1590,K02020.01,2.11,0.77,0.996,super-earth-like
3801,K04051.01,2.75,1.34,0.996,super-earth-like
1544,K01930.04,1.56,403.44,0.996,super-earth-like
693,K01430.03,2.63,1.4,0.996,super-earth-like
715,K01434.01,1.18,292.31,0.996,earth-like
674,K00168.03,1.72,422.8,0.996,super-earth-like
2687,K03093.01,1.74,37.12,0.996,super-earth-like
2660,K03010.01,1.39,0.84,0.996,earth-like
1567,K02012.01,2.4,17.62,0.996,super-earth-like
590,K00952.05,1.47,262.51,0.996,earth-like
1138,K01643.01,1.8,134.66,0.996,super-earth-like
3303,K00513.01,4.17,45.89,0.996,neptune-like
1239,K01589.05,2.29,25.3,0.996,super-earth-like
3204,K00505.02,1.37,85.77,0.996,earth-like
2302,K02627.01,3.24,645.64,0.996,neptune-like
7343,K03741.03,2.81,788.0,0.996,super-earth-like
2627,K02838.01,0.92,208.61,0.996,earth-like
1238,K01589.04,1.6,584.24,0.996,super-earth-like
3329,K00518.03,2.29,0.48,0.996,super-earth-like
3380,K00627.02,1.0,284.49,0.996,earth-like
2592,K02904.01,2.23,200.1,0.996,super-earth-like
2601,K02751.01,2.47,8.64,0.996,super-earth-like
1036,K01609.01,2.03,19.61,0.996,super-earth-like
904,K01405.01,3.32,170.33,0.996,neptune-like
2045,K02420.01,1.64,135.34,0.996,super-earth-like
1983,K02171.01,1.43,427.65,0.996,earth-like
2401,K02780.01,1.88,661.69,0.996,super-earth-like
1930,K02317.01,1.23,424.17,0.996,earth-like
2176,K02597.01,1.52,271.68,0.996,super-earth-like
4805,K03282.01,1.75,1.28,0.996,super-earth-like
278,K00918.01,10.98,11.74,0.996,Gas-Giant
256,K00904.05,1.75,23.11,0.996,super-earth-like
307,K00128.01,10.62,244.42,0.996,Gas-Giant
4151,K04268.01,0.59,396.64,0.996,earth-like
3933,K04222.01,1.63,1122.9,0.996,super-earth-like
3950,K04441.01,1.72,3991.16,0.996,super-earth-like
1668,K02255.01,1.81,116.77,0.996,super-earth-like
1630,K02025.03,1.81,273.37,0.996,super-earth-like
2420,K02786.01,2.31,54.56,0.996,super-earth-like
1676,K02102.01,2.95,1.2,0.996,super-earth-like
2980,K03002.01,1.31,125.89,0.996,earth-like
4616,K03316.01,2.84,6.72,0.996,super-earth-like
170,K00854.01,1.94,0.69,0.996,super-earth-like
1830,K02371.01,1.7,94.29,0.996,super-earth-like
5220,K03356.01,1.35,30.24,0.996,earth-like
138,K00834.02,3.06,146.67,0.996,neptune-like
2777,K00321.02,0.77,287.25,0.996,earth-like
4901,K03370.02,1.23,95.34,0.996,earth-like
4127,K04194.01,1.29,547.92,0.996,earth-like
5250,K03432.01,2.36,23.9,0.996,super-earth-like
2212,K02530.01,2.5,44.17,0.996,super-earth-like
2935,K02994.01,1.6,2422.92,0.996,super-earth-like
2165,K02443.01,1.01,230.81,0.996,earth-like
3961,K02541.02,3.6,251.16,0.995,neptune-like
4284,K04571.01,3.71,44.26,0.995,neptune-like
3920,K04292.01,0.59,91.02,0.995,earth-like
3923,K04360.01,1.05,807.43,0.995,earth-like
141,K00117.03,1.53,1066.86,0.995,super-earth-like
1173,K00183.01,12.73,603.57,0.995,Gas-Giant
2622,K02755.01,0.8,141.04,0.995,earth-like
1974,K02333.02,1.39,293.67,0.995,earth-like
2649,K00303.01,2.78,11.28,0.995,super-earth-like
1099,K01629.01,1.51,476.94,0.995,super-earth-like
1056,K00188.01,10.07,219.64,0.995,Gas-Giant
1979,K02099.01,3.37,12.52,0.995,neptune-like
3667,K04076.01,2.57,3.56,0.995,super-earth-like
3601,K00722.01,2.66,28.23,0.995,super-earth-like
548,K01014.01,2.04,10.07,0.995,super-earth-like
3627,K00679.01,2.99,45.9,0.995,super-earth-like
1459,K01910.01,2.44,12.2,0.995,super-earth-like
2563,K02745.01,2.18,60.08,0.995,super-earth-like
1469,K02051.02,1.45,117.67,0.995,earth-like
969,K01355.01,8.49,25.6,0.995,Gas-Giant
2317,K02483.01,1.44,46.3,0.995,earth-like
7658,K00351.07,3.37,6.45,0.995,neptune-like
115,K00817.02,1.82,11.39,0.995,super-earth-like
1835,K02138.01,2.33,859.63,0.995,super-earth-like
2919,K00291.01,2.72,45.68,0.995,super-earth-like
2167,K02444.01,2.53,33.14,0.995,super-earth-like
4726,K04803.01,1.2,236.01,0.995,earth-like
1941,K02163.01,1.76,132.15,0.995,super-earth-like
361,K01110.01,1.59,148.62,0.995,super-earth-like
2439,K02791.01,1.94,38.62,0.995,super-earth-like
4141,K04400.01,0.84,1217.79,0.995,earth-like
4885,K03437.01,2.18,175.74,0.995,super-earth-like
1768,K02281.01,0.93,1756.8,0.995,earth-like
3805,K04121.01,3.24,1.63,0.995,neptune-like
3030,K00427.03,2.68,3.49,0.995,super-earth-like
750,K01370.01,1.69,127.67,0.995,super-earth-like
810,K01329.01,2.85,13.09,0.995,super-earth-like
5325,K03835.01,2.58,5.5,0.995,super-earth-like
5178,K01707.02,4.2,1.7,0.995,neptune-like
1862,K02221.01,1.87,136.34,0.995,super-earth-like
1860,K02220.02,2.03,620.0,0.995,super-earth-like
1898,K02153.02,1.73,75.97,0.995,super-earth-like
5333,K03681.02,1.25,187.06,0.994,earth-like
1821,K02214.01,1.29,255.03,0.994,earth-like
175,K00857.02,2.28,23.14,0.994,super-earth-like
2282,K02623.01,0.92,462.81,0.994,earth-like
5945,K01943.01,3.09,88.52,0.994,neptune-like
343,K01175.01,1.78,53.09,0.994,super-earth-like
3048,K00582.02,2.47,29.74,0.994,super-earth-like
1833,K02374.01,1.95,436.61,0.994,super-earth-like
5638,K03966.01,2.57,5.13,0.994,super-earth-like
5557,K02039.02,0.75,2913.14,0.994,earth-like
88,K00812.04,1.2,14.05,0.994,earth-like
3097,K00094.01,9.99,89.61,0.994,Gas-Giant
3474,K00701.03,1.72,1.24,0.994,super-earth-like
684,K01306.02,1.29,343.57,0.994,earth-like
3608,K00098.01,9.86,998.97,0.994,Gas-Giant
3840,K04411.01,1.81,426.61,0.994,super-earth-like
477,K01198.02,2.2,251.55,0.994,super-earth-like
620,K01094.01,2.59,227.15,0.994,super-earth-like
1195,K01581.02,3.06,1.99,0.994,neptune-like
1179,K01651.01,2.07,13.86,0.994,super-earth-like
3191,K00929.02,1.23,903.77,0.994,earth-like
1448,K02059.01,0.79,83.18,0.994,earth-like
4784,K03277.01,3.19,101.56,0.994,neptune-like
4660,K03319.02,2.35,338.17,0.994,super-earth-like
391,K00152.01,7.14,29.07,0.994,Gas-Giant
4111,K02485.03,1.4,93.96,0.994,earth-like
4138,K04335.01,1.0,255.32,0.994,earth-like
1240,K01677.01,2.92,17.76,0.994,super-earth-like
3393,K00730.02,2.68,189.82,0.994,super-earth-like
3284,K00566.01,2.4,38.81,0.993,super-earth-like
2198,K02602.01,1.58,94.94,0.993,super-earth-like
2246,K02389.01,1.33,51.7,0.993,earth-like
1220,K01665.01,1.7,351.27,0.993,super-earth-like
1251,K01534.02,1.12,333.3,0.993,earth-like
2585,K02828.01,2.92,4.36,0.993,super-earth-like
1962,K02168.01,1.6,728.9,0.993,super-earth-like
1975,K02335.01,1.51,49.35,0.993,super-earth-like
2568,K02827.01,1.21,110.22,0.993,earth-like
2031,K02563.01,1.34,70.05,0.993,earth-like
2310,K02407.01,2.13,101.22,0.993,super-earth-like
2490,K02880.01,1.22,2909.21,0.993,earth-like
2156,K02595.01,1.24,289.74,0.993,earth-like
2155,K02594.01,2.42,147.13,0.993,super-earth-like
2765,K00392.02,1.33,194.9,0.993,earth-like
358,K01108.02,5.88,13331.51,0.993,neptune-like
1913,K00238.02,1.4,58.81,0.993,earth-like
5310,K01955.04,2.76,76.31,0.993,super-earth-like
5226,K03429.02,1.94,172.38,0.993,super-earth-like
1851,K02073.01,2.49,6.2,0.993,super-earth-like
2790,K03038.01,1.44,2880.38,0.993,earth-like
4606,K03234.01,0.85,1555.96,0.993,earth-like
4700,K03330.01,1.15,25.59,0.993,earth-like
5101,K03404.01,1.82,6.07,0.993,super-earth-like
4766,K04742.01,1.3,0.79,0.993,earth-like
3755,K04032.02,0.7,647.55,0.993,earth-like
1466,K01986.01,3.61,1.56,0.993,neptune-like
1480,K00209.01,10.6,33.12,0.993,Gas-Giant
2289,K02402.01,1.54,22.73,0.992,super-earth-like
2376,K02711.02,1.43,76.86,0.992,earth-like
4019,K04241.01,1.25,699.7,0.992,earth-like
4093,K04327.01,1.19,4614.18,0.992,earth-like
1703,K02179.02,1.42,52.68,0.992,earth-like
2429,K02961.01,0.7,699.15,0.992,earth-like
2718,K00374.01,2.85,3.77,0.992,super-earth-like
5357,K01960.02,2.42,73.08,0.992,super-earth-like
5246,K01718.02,2.14,4.78,0.992,super-earth-like
1873,K02076.01,3.21,13.74,0.992,neptune-like
2322,K02842.02,1.72,8.54,0.992,super-earth-like
120,K00117.01,2.89,137.91,0.992,super-earth-like
1848,K02300.01,1.46,395.08,0.992,earth-like
7,K00756.03,1.59,807.74,0.992,super-earth-like
3692,K02243.02,2.52,367.05,0.992,super-earth-like
1624,K01945.01,5.14,17.88,0.992,neptune-like
3079,K00433.02,10.99,0.59,0.992,Gas-Giant
3605,K00623.04,0.95,54.06,0.992,earth-like
3491,K00657.01,1.53,97.72,0.992,super-earth-like
783,K00156.02,1.0,27.95,0.992,earth-like
1548,K00216.02,1.42,89.41,0.992,earth-like
3117,K00542.02,2.04,88.04,0.992,super-earth-like
3575,K00671.03,1.72,142.1,0.992,super-earth-like
2461,K02798.01,0.6,507.47,0.992,earth-like
533,K01078.03,1.87,1.95,0.992,super-earth-like
863,K01396.02,1.62,330.02,0.992,super-earth-like
2599,K02693.03,1.01,38.68,0.992,earth-like
1041,K01723.01,3.63,13.23,0.992,neptune-like
3397,K00730.04,2.42,278.67,0.992,super-earth-like
2058,K02649.01,1.2,149.17,0.992,earth-like
875,K01278.04,1.1,62.6,0.992,earth-like
2583,K02748.02,2.17,596.37,0.992,super-earth-like
32,K00757.02,3.86,8.76,0.992,neptune-like
6464,K02045.03,1.31,15.77,0.992,earth-like
5848,K02198.01,3.01,255.65,0.991,neptune-like
1838,K02144.01,2.45,15.03,0.991,super-earth-like
1749,K02278.02,1.18,562.99,0.991,earth-like
1223,K01672.01,2.31,5.69,0.991,super-earth-like
4206,K04693.01,1.07,95.35,0.991,earth-like
5230,K01792.03,1.32,137.45,0.991,earth-like
2166,K02443.02,1.0,110.03,0.991,earth-like
1762,K02194.01,1.75,22.23,0.991,super-earth-like
1710,K02345.01,1.94,91.56,0.991,super-earth-like
625,K01161.02,2.41,86.28,0.991,super-earth-like
501,K01001.02,3.42,16.17,0.991,neptune-like
2489,K02878.01,1.13,197.66,0.991,earth-like
1039,K00192.01,13.43,233.08,0.991,Gas-Giant
6044,K01783.02,6.36,2.51,0.991,Gas-Giant
1989,K02555.01,1.09,145.82,0.991,earth-like
834,K01332.03,3.68,24.87,0.991,neptune-like
1464,K01984.01,2.67,60.81,0.991,super-earth-like
1149,K01515.02,1.23,17.41,0.991,earth-like
1329,K01711.01,2.19,5.16,0.991,super-earth-like
1995,K02635.01,2.04,195.54,0.991,super-earth-like
2605,K02832.01,0.89,299.19,0.991,earth-like
3818,K04127.01,1.67,95.25,0.991,super-earth-like
4736,K03266.01,1.94,2.13,0.99,super-earth-like
1720,K02180.01,2.11,57.75,0.99,super-earth-like
3433,K00112.01,2.75,15.17,0.99,super-earth-like
1713,K02348.01,2.94,9.54,0.99,super-earth-like
1593,K00197.01,7.31,19.88,0.99,Gas-Giant
1359,K01891.02,1.35,61.43,0.99,earth-like
4525,K03298.01,2.24,5.55,0.99,super-earth-like
4952,K03379.01,2.6,35.92,0.99,super-earth-like
1828,K02296.01,2.01,4.75,0.99,super-earth-like
5715,K01695.01,2.19,23.44,0.99,super-earth-like
2427,K02866.01,0.89,2993.7,0.99,earth-like
1495,K01854.01,2.5,13.01,0.99,super-earth-like
111,K00830.01,11.58,213.12,0.99,Gas-Giant
2247,K02390.01,3.21,425.93,0.99,neptune-like
4026,K04312.01,0.81,172.98,0.99,earth-like
1611,K02024.01,2.62,13.01,0.99,super-earth-like
532,K01078.02,2.05,12.95,0.99,super-earth-like
432,K01202.01,1.16,365.72,0.99,earth-like
5687,K03975.01,2.89,0.18,0.99,super-earth-like
77,K00790.02,2.36,5.49,0.989,super-earth-like
1876,K02149.01,1.87,243.84,0.989,super-earth-like
1971,K02331.01,1.37,1054.98,0.989,earth-like
2498,K02730.01,1.31,513.68,0.989,earth-like
1566,K02011.01,1.68,483.95,0.989,super-earth-like
2697,K00370.02,2.17,137.23,0.989,super-earth-like
2113,K02585.01,0.95,379.09,0.989,earth-like
1090,K01564.01,5.82,13.23,0.989,neptune-like
568,K01015.02,2.36,1317.96,0.989,super-earth-like
2465,K02871.01,1.39,100.37,0.989,earth-like
3664,K02298.02,0.63,4.84,0.989,earth-like
1580,K01873.01,4.94,12.01,0.989,neptune-like
2588,K02830.01,5.92,178.81,0.989,neptune-like
1700,K02175.01,3.2,96.89,0.989,neptune-like
2750,K03109.01,1.79,285.79,0.989,super-earth-like
2993,K00523.01,6.77,14.48,0.989,Gas-Giant
337,K01106.02,1.62,98.51,0.989,super-earth-like
5124,K03410.01,2.09,107.25,0.989,super-earth-like
4872,K01873.02,2.39,31.13,0.989,super-earth-like
142,K00834.05,2.67,24.64,0.989,super-earth-like
385,K01115.01,2.03,132.94,0.989,super-earth-like
4258,K00701.05,0.57,26.03,0.989,earth-like
1222,K01669.01,3.38,32.74,0.989,neptune-like
3309,K00568.02,0.96,630.43,0.989,earth-like
6076,K01599.02,22.29,76.81,0.989,
3046,K00582.01,2.69,127.64,0.989,super-earth-like
2598,K02693.02,0.99,19.47,0.988,earth-like
3721,K04024.01,1.95,285.67,0.988,super-earth-like
5923,K03946.01,3.28,2.81,0.988,neptune-like
6299,K05084.01,11.67,3.56,0.988,Gas-Giant
5223,K03428.01,2.12,19.39,0.988,super-earth-like
1802,K02209.01,2.72,156.71,0.988,super-earth-like
2481,K02802.01,1.72,641.53,0.988,super-earth-like
1126,K00022.01,12.63,263.54,0.988,Gas-Giant
2562,K02744.01,4.85,7.95,0.987,neptune-like
3106,K00490.03,1.37,49.89,0.987,earth-like
964,K00017.01,13.06,797.62,0.987,Gas-Giant
1352,K01826.01,3.43,5.63,0.987,neptune-like
4286,K04640.01,1.06,608.39,0.987,earth-like
2955,K02995.01,2.03,554.37,0.987,super-earth-like
2888,K02980.01,1.29,1585.07,0.987,earth-like
185,K00119.02,7.78,7.8,0.987,Gas-Giant
2007,K02487.01,3.1,54.91,0.987,neptune-like
2126,K02437.01,1.93,878.32,0.987,super-earth-like
2756,K00318.01,8.56,79.08,0.987,Gas-Giant
3651,K04139.01,1.38,646.81,0.987,earth-like
3730,K04159.01,0.79,1591.27,0.987,earth-like
3731,K04160.01,0.9,614.2,0.987,earth-like
1158,K01647.02,2.31,51.5,0.987,super-earth-like
1458,K01909.03,1.59,43.84,0.987,super-earth-like
223,K00886.03,1.3,2.74,0.986,earth-like
1303,K01598.01,3.22,7.14,0.986,neptune-like
4676,K03319.03,1.62,1039.47,0.986,super-earth-like
5297,K02055.02,1.79,440.08,0.986,super-earth-like
476,K01198.01,3.42,138.64,0.986,neptune-like
2163,K02674.02,1.5,255.06,0.986,earth-like
1137,K01641.01,1.72,288.7,0.986,super-earth-like
798,K01441.01,1.9,155.42,0.986,super-earth-like
1523,K01928.01,2.59,11.1,0.986,super-earth-like
2081,K02426.01,0.7,222.54,0.986,earth-like
2501,K02732.03,2.07,31.45,0.986,super-earth-like
2064,K02424.01,1.86,35.99,0.986,super-earth-like
929,K01413.01,1.55,71.28,0.986,super-earth-like
6058,K03009.01,1.04,2145.14,0.986,earth-like
2220,K02608.01,1.84,3906.36,0.985,super-earth-like
5363,K02028.03,2.52,2.42,0.985,super-earth-like
1270,K01474.01,11.65,33.3,0.985,Gas-Giant
2059,K02650.01,1.14,1.71,0.985,earth-like
4932,K03443.01,2.07,2.52,0.985,super-earth-like
496,K01203.02,2.73,70.5,0.985,super-earth-like
996,K01422.03,1.14,4.09,0.985,earth-like
2433,K02964.01,1.61,21.82,0.985,super-earth-like
2066,K02497.01,2.78,5.81,0.985,super-earth-like
160,K00846.01,13.84,22.24,0.985,Gas-Giant
3603,K00623.02,1.42,101.79,0.985,earth-like
3906,K04424.01,0.97,1269.46,0.985,earth-like
2146,K02440.01,1.32,372.7,0.984,earth-like
2869,K02977.02,1.13,725.53,0.984,earth-like
1419,K01904.01,1.3,36.57,0.984,earth-like
1011,K01304.01,1.69,352.4,0.984,super-earth-like
6016,K01422.05,1.06,0.89,0.984,earth-like
4587,K00279.03,0.96,488.52,0.984,earth-like
3503,K00659.01,5.86,238.21,0.984,neptune-like
2705,K03097.01,0.87,123.89,0.983,earth-like
1488,K02053.02,1.6,663.8,0.983,super-earth-like
2983,K03004.01,3.2,110.19,0.983,neptune-like
1841,K02218.02,1.56,66.83,0.983,super-earth-like
2060,K02650.02,1.0,14.46,0.983,earth-like
188,K00880.02,5.51,9.67,0.983,neptune-like
1990,K02556.01,1.5,14.3,0.983,earth-like
1917,K02086.01,1.64,349.21,0.983,super-earth-like
2830,K00283.02,0.83,33.91,0.983,earth-like
688,K01363.02,2.03,270.62,0.983,super-earth-like
1849,K02302.01,1.71,80.9,0.982,super-earth-like
2396,K02714.01,1.84,147.78,0.982,super-earth-like
5541,K03878.01,2.84,8.66,0.982,super-earth-like
5883,K04014.01,3.41,2.77,0.982,neptune-like
1098,K00189.01,10.99,10.47,0.982,Gas-Giant
3170,K00072.02,2.26,17.75,0.982,super-earth-like
2124,K02436.01,2.59,4.26,0.982,super-earth-like
2105,K02433.01,3.12,111.74,0.982,neptune-like
1561,K01931.02,1.41,94.94,0.982,earth-like
585,K00951.02,3.05,11.5,0.982,neptune-like
2706,K03097.02,0.73,262.26,0.982,earth-like
2426,K02865.01,1.15,1776.99,0.982,earth-like
3147,K00442.01,2.17,87.1,0.982,super-earth-like
1772,K00241.02,1.51,7.91,0.982,super-earth-like
4979,K03384.02,1.41,66.31,0.982,earth-like
2194,K02529.01,2.75,15.19,0.982,super-earth-like
1940,K02092.01,5.14,16.19,0.981,neptune-like
2488,K02877.01,1.08,279.21,0.981,earth-like
988,K01299.01,12.41,102.94,0.981,Gas-Giant
934,K01221.02,3.66,57.28,0.981,neptune-like
3225,K00505.05,2.95,2.52,0.981,super-earth-like
4788,K04747.01,2.22,11.42,0.98,super-earth-like
22,K00749.02,1.7,253.15,0.98,super-earth-like
2455,K02722.01,1.51,399.43,0.98,super-earth-like
2131,K02517.01,1.21,1867.0,0.98,earth-like
755,K01436.03,1.38,225.71,0.98,earth-like
2775,K03116.01,1.91,59.76,0.98,super-earth-like
1980,K02100.01,1.22,356.54,0.98,earth-like
2326,K02920.01,1.48,246.9,0.98,earth-like
3850,K04276.01,2.44,68.37,0.979,super-earth-like
4550,K03303.01,2.02,9.81,0.979,super-earth-like
802,K01444.01,2.49,24.17,0.979,super-earth-like
1697,K02107.01,2.55,5.64,0.979,super-earth-like
1817,K02135.01,2.47,24.56,0.979,super-earth-like
3766,K02194.02,1.71,9.09,0.979,super-earth-like
36,K00759.02,2.12,3.92,0.978,super-earth-like
3570,K00620.01,7.65,17.68,0.978,Gas-Giant
1740,K02185.01,2.09,9.81,0.978,super-earth-like
1661,K01888.01,4.54,11.84,0.978,neptune-like
1472,K02053.01,1.99,164.48,0.978,super-earth-like
1350,K02036.01,1.8,11.71,0.978,super-earth-like
1435,K01841.01,2.12,6.17,0.978,super-earth-like
3395,K00111.03,2.61,16.6,0.978,super-earth-like
2079,K02654.01,1.75,68.41,0.978,super-earth-like
682,K01305.02,1.21,123.96,0.978,earth-like
1119,K01633.01,1.9,15.14,0.977,super-earth-like
2891,K03060.01,0.91,505.0,0.977,earth-like
5451,K02098.02,2.21,15.69,0.977,super-earth-like
2787,K00283.01,2.13,62.74,0.976,super-earth-like
2350,K02926.02,2.2,24.23,0.976,super-earth-like
7432,K02311.03,1.39,3.74,0.976,earth-like
870,K00152.04,3.01,16.12,0.976,neptune-like
3789,K02195.02,2.25,44.79,0.976,super-earth-like
484,K01001.01,3.71,83.75,0.976,neptune-like
2710,K00285.02,2.31,88.1,0.976,super-earth-like
1663,K01889.02,2.17,98.61,0.976,super-earth-like
3902,K04356.01,1.74,0.28,0.976,super-earth-like
3460,K00700.04,1.45,6.34,0.976,earth-like
2108,K02509.01,1.13,159.65,0.976,earth-like
1272,K01475.02,1.99,18.66,0.975,super-earth-like
4201,K04622.01,1.56,0.3,0.975,super-earth-like
1511,K02067.01,1.77,146.31,0.975,super-earth-like
4692,K01151.03,0.67,195.3,0.975,earth-like
1400,K01899.01,2.81,92.38,0.975,super-earth-like
2604,K02753.01,1.05,4811.82,0.975,earth-like
2248,K02392.01,1.4,154.52,0.975,earth-like
171,K00855.01,11.38,9.93,0.974,Gas-Giant
1546,K02007.02,2.88,180.55,0.974,super-earth-like
2026,K02488.01,1.5,179.24,0.974,earth-like
4614,K03315.01,1.31,27.62,0.974,earth-like
4086,K04255.01,2.52,378.9,0.974,super-earth-like
4171,K04204.01,1.26,66.95,0.974,earth-like
4906,K03438.01,1.08,90.4,0.974,earth-like
1394,K01832.02,3.18,63.86,0.974,neptune-like
303,K00935.03,4.0,12.94,0.973,neptune-like
1655,K01820.02,0.97,838.03,0.973,earth-like
3604,K00623.03,1.22,402.39,0.973,earth-like
2767,K03032.01,1.31,2754.93,0.973,earth-like
2805,K00386.02,3.08,11.86,0.973,neptune-like
2022,K02414.02,1.61,18.84,0.973,super-earth-like
4632,K03245.01,1.09,224.28,0.973,earth-like
1164,K01760.02,1.91,115.84,0.972,super-earth-like
3526,K00711.02,1.47,422.53,0.972,earth-like
1583,K01937.01,1.71,436.04,0.972,super-earth-like
1918,K02086.02,1.84,258.92,0.972,super-earth-like
2854,K03056.01,1.24,99.83,0.972,earth-like
5167,K03344.02,1.68,555.71,0.972,super-earth-like
4487,K04474.01,1.63,33.22,0.972,super-earth-like
2021,K02414.01,1.3,47.7,0.972,earth-like
2751,K03110.01,1.23,488.22,0.972,earth-like
4940,K01806.02,2.8,238.78,0.971,super-earth-like
893,K01279.02,1.08,148.32,0.971,earth-like
4527,K01196.02,2.61,201.96,0.971,super-earth-like
6067,K00351.04,2.62,9.71,0.971,super-earth-like
2872,K00284.01,1.93,77.99,0.971,super-earth-like
1887,K02309.01,2.49,18.54,0.971,super-earth-like
23,K00749.03,1.3,97.03,0.971,earth-like
3585,K00620.03,6.34,7.57,0.97,Gas-Giant
3482,K00655.02,2.47,4.81,0.97,super-earth-like
1973,K02333.01,1.2,711.45,0.97,earth-like
3211,K00555.02,3.07,4.29,0.97,neptune-like
4567,K03305.01,2.52,5.48,0.97,super-earth-like
2177,K02597.02,1.61,155.85,0.969,super-earth-like
1020,K01717.01,2.43,133.56,0.969,super-earth-like
1,K00752.02,2.83,9.11,0.969,super-earth-like
4927,K03374.01,1.65,386.61,0.969,super-earth-like
4883,K03436.01,1.14,6.59,0.969,earth-like
1722,K02182.01,2.31,32.91,0.969,super-earth-like
2188,K02450.01,1.86,53.44,0.968,super-earth-like
6757,K05581.01,4.27,1.49,0.968,neptune-like
589,K00952.04,1.23,42.53,0.968,earth-like
5191,K03349.01,2.24,8.92,0.967,super-earth-like
1563,K01931.03,1.39,164.86,0.967,earth-like
5060,K01781.03,3.46,3.7,0.967,neptune-like
1647,K01952.02,2.04,35.27,0.967,super-earth-like
4055,K04386.01,1.62,22.4,0.967,super-earth-like
5025,K03393.01,2.64,19.86,0.966,super-earth-like
3983,K04304.01,1.14,219.36,0.966,earth-like
